,loss,rpn_class_loss,rpn_bbox_loss,mrcnn_class_loss,mrcnn_bbox_loss,mrcnn_mask_loss,val_loss,val_rpn_class_loss,val_rpn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_bbox_loss,val_mrcnn_mask_loss,epoch_train_time
1,15.708830389976502,0.8387830257415771,7.915438652038574,1.1699345111846924,5.777939319610596,0.006733516231179237,6.775619230270386,0.17046663165092468,0.48550620675086975,2.287099599838257,3.832547187805176,9.898942776587205e-12,322.23290634155273
2,2.90747008562088,0.24688032269477844,0.7783440947532654,0.7006648778915405,1.1815803050994873,1.1155703560916663e-07,1.858403091430664,0.14783130586147308,0.4839431643486023,0.5314914584159851,0.6951372027397156,1.558430007264633e-08,203.37866067886353
3,4.863141601085663,0.07747365534305573,0.44695988297462463,0.48980581760406494,0.6060572266578674,0.0007506246329285204,4.946451044082641,0.08345504105091095,0.44222337007522583,0.4811750054359436,0.6419165134429932,4.725680992123671e-05,831.4537842273712
4,4.7696444606781006,0.06990951299667358,0.41415882110595703,0.5074422359466553,0.5980854034423828,0.0002853565092664212,5.013637714385986,0.0763692557811737,0.5891420841217041,0.3842846751213074,0.6211613416671753,0.0002550951321609318,808.5682008266449
5,4.680800958871841,0.0704374611377716,0.4169255793094635,0.4748940169811249,0.5978096723556519,0.00020034938643220812,4.701506042480469,0.07270730286836624,0.3827345669269562,0.48642203211784363,0.6252893805503845,1.5386922314064577e-05,807.131356716156
6,4.600557434558868,0.07215016335248947,0.4192281663417816,0.46122172474861145,0.580776572227478,0.00014238469884730875,4.837324428558349,0.07572565972805023,0.4365576505661011,0.4736434817314148,0.6263752579689026,0.00013938421034254134,789.0713078975677
7,4.582520254850388,0.0680980533361435,0.4504074454307556,0.4314803183078766,0.5773918032646179,0.00012926656927447766,4.702954216003418,0.07361836731433868,0.3842397928237915,0.4784213602542877,0.6313072443008423,6.445366307161748e-05,777.927227973938
8,1.9791115993261337,0.1338697075843811,0.6481415033340454,0.45429477095603943,0.7040178179740906,0.038788214325904846,1.54441472530365,0.09146115928888321,0.391356885433197,0.45557498931884766,0.5990577936172485,0.006963727530092001,576.0016617774963
9,1.570696222782135,0.0797811895608902,0.4202609956264496,0.46820616722106934,0.5988622903823853,0.0035856154281646013,1.5294876384735108,0.07325438410043716,0.3553515374660492,0.4701453447341919,0.626867949962616,0.0038683819584548473,255.03362822532654
10,1.5394138926267624,0.07236675918102264,0.4087153375148773,0.4667450189590454,0.5894647836685181,0.0021221907809376717,1.4995797991752624,0.07146137952804565,0.3703690469264984,0.4387996196746826,0.6154659986495972,0.003483893582597375,400.0784981250763
11,1.5149298101663589,0.07217849045991898,0.4193233847618103,0.43534499406814575,0.5867388248443604,0.0013440600596368313,1.5300713562965393,0.06598492711782455,0.45290452241897583,0.4264692962169647,0.5841549038887024,0.0005575884715653956,410.7824516296387
12,1.5296412187814712,0.06654693931341171,0.4268322288990021,0.45293083786964417,0.5819659233093262,0.0013652726775035262,1.4328456950187682,0.05649109184741974,0.3350793123245239,0.46610885858535767,0.5740547776222229,0.0011120091658085585,469.6631762981415
13,1.4424161767959596,0.06152352690696716,0.3785715103149414,0.4322967529296875,0.5690111517906189,0.0010131605667993426,1.5468526220321654,0.059438105672597885,0.37568163871765137,0.4814831614494324,0.6297577023506165,0.0004920679493807256,390.05214738845825
14,1.4696868968009948,0.06639750301837921,0.4235323965549469,0.40481558442115784,0.5742108821868896,0.0007304242462851107,1.46829119682312,0.05558804050087929,0.39151203632354736,0.4165342450141907,0.604149341583252,0.0005076469969935715,414.2555112838745
15,1.4896825969219207,0.06882567703723907,0.38875812292099,0.4552047848701477,0.5761532783508301,0.0007406305521726608,1.4228041791915893,0.058033209294080734,0.4013141691684723,0.39380988478660583,0.5691508650779724,0.0004960215883329511,400.58833837509155
